,category,country,description,lat,lon,rank,start,timezone,title,as_of_date,label
469,terror,AF,"At least 10 people were killed and another 19 injured when a car bomb struck a security compound in the Afghan capital, official sources told Efe news on Wednesday. At least 10 people were killed and another 19 injured when a car bomb struck a security compound in the Afghan capital, official sources told Efe news on Wednesday. The powerful explosion occurred around 6.30 pm local time in the Dispichari area where there are several bases and offices of the Afghan security forces. ""Ten dead have been evacuated from the blast site and 19 injured were hospitalized,"" Afghan Public Health Ministry spokesman, Wahidullah Majroh, said. ""The initial investigation shows that it was a car bomb attack in the police district number nine, in a camp called G4S,"" Police spokesperson Basir Mujahid said, adding the security forces are inspecting the scene to ascertain whether or not foreigners were at the blast site. G4S is a British security company. A policeman, who was deployed in the area and requested anonymity for security reasons, told Efe that the bombed site was a foreign training complex for Afghani security forces. No group has yet claimed responsibility for the attack which was near the highway connecting Kabul with the unstable eastern Afghanistan city of Jalalabad. The attack came hours after Afghan President Ashraf Ghani in Geneva called for the formation of a 12-person negotiating team to create a framework for the upcoming peace talks with the Taliban. This year, Kabul has been the scene of multiple attacks, the most recent of which occurred last week when a suicide bomber killed 55 people at a wedding hall where believers had gathered to celebrate the birth of the Prophet Muhammad. The most serious recent attack was in January, when the Taliban blew up an ambulance near the former Ministry of Interior, causing more than a hundred deaths.",34.555349,69.207486,70,2018-11-29T04:32:46Z,Asia/Kabul,Terror Attack - Asia - Afghanistan,2018-11-29,attack
469,terror,AF,"At least 10 people were killed and another 19 injured when a car bomb struck a security compound in the Afghan capital, official sources told Efe news on Wednesday. At least 10 people were killed and another 19 injured when a car bomb struck a security compound in the Afghan capital, official sources told Efe news on Wednesday. The powerful explosion occurred around 6.30 pm local time in the Dispichari area where there are several bases and offices of the Afghan security forces. ""Ten dead have been evacuated from the blast site and 19 injured were hospitalized,"" Afghan Public Health Ministry spokesman, Wahidullah Majroh, said. ""The initial investigation shows that it was a car bomb attack in the police district number nine, in a camp called G4S,"" Police spokesperson Basir Mujahid said, adding the security forces are inspecting the scene to ascertain whether or not foreigners were at the blast site. G4S is a British security company. A policeman, who was deployed in the area and requested anonymity for security reasons, told Efe that the bombed site was a foreign training complex for Afghani security forces. No group has yet claimed responsibility for the attack which was near the highway connecting Kabul with the unstable eastern Afghanistan city of Jalalabad. The attack came hours after Afghan President Ashraf Ghani in Geneva called for the formation of a 12-person negotiating team to create a framework for the upcoming peace talks with the Taliban. This year, Kabul has been the scene of multiple attacks, the most recent of which occurred last week when a suicide bomber killed 55 people at a wedding hall where believers had gathered to celebrate the birth of the Prophet Muhammad. The most serious recent attack was in January, when the Taliban blew up an ambulance near the former Ministry of Interior, causing more than a hundred deaths.",34.555349,69.207486,70,2018-11-29T04:32:46Z,Asia/Kabul,Terror Attack - Asia - Afghanistan,2018-11-29,terror
470,disasters,US,"The Phoenix Police Department's bomb squad is investigating a string of explosions that have rattled the nerves of residents in one Northwest Phoenix neighborhood. Neighbors have reported hearing more than a dozen explosions over the last couple of months, and some say the explosions they're hearing are happening at random times and random locations, within a five-mile radius of a neighborhood near 35th Avenue and Bell Road. Aside from the loud boom, the only evidence left behind are divots in the ground and a smell in the air. Exactly what the explosives are, and who's setting them off, remain a mystery. ""This is starting to get a little more out of hand,"" said Joe Bob Grisham. One of the explosives went off in front of his house a few days ago. The explosion left a shallow divot in the ground and propelled rocks into the air. ""We didn't see any shrapnel from a bomb casing or paper, but there were rocks everywhere,"" said Grisham. ""You can smell the sulfur on them from the explosion."" No one has been hurt, nor has anyone seen a possible suspect. Neighbors can only speculate about what is being blown up, and why. One resident, who did not want to appear on camera, has a theory. ""Since it's happening all different times of the day, it leads me to believe someone is playing around with explosives,"" said the woman. ""My husband is in the military. He thinks it was some sort of IED or even a chlorine bomb."" Another possibility is someone may be setting off small bombs, preparing to build a bigger bomb. Until the explosions stop, some parents are not letting their kids play outside.",33.639665,-112.13436999999999,90,2018-11-29T04:28:58Z,America/Phoenix,CBRN - North-America - USA,2018-11-29,disaster
471,disasters,,,23.5476,94.32,69,2018-11-29T03:57:37Z,Asia/Yangon,"M 4.5 - 13km SW of Mawlaik, Burma",2018-11-29,disaster
471,disasters,,,23.5476,94.32,69,2018-11-29T03:57:37Z,Asia/Yangon,"M 4.5 - 13km SW of Mawlaik, Burma",2018-11-29,earthquake
472,disasters,,,37.6539,20.4058,84,2018-11-29T00:23:02Z,Europe/Athens,"M 4.6 - 37km WSW of Mouzaki, Greece",2018-11-29,disaster
472,disasters,,,37.6539,20.4058,84,2018-11-29T00:23:02Z,Europe/Athens,"M 4.6 - 37km WSW of Mouzaki, Greece",2018-11-29,earthquake
473,disasters,US,,61.3922,-150.0636,62,2018-11-30T20:26:55Z,America/Anchorage,"M 5.1 - 17km SSW of Big Lake, Alaska",2018-11-30,disaster
473,disasters,US,,61.3922,-150.0636,62,2018-11-30T20:26:55Z,America/Anchorage,"M 5.1 - 17km SSW of Big Lake, Alaska",2018-11-30,earthquake
474,disasters,,,2.4271,124.0228,63,2018-11-30T20:07:49Z,Asia/Makassar,"M 4.6 - 138km NW of Manado, Indonesia",2018-11-30,disaster
474,disasters,,,2.4271,124.0228,63,2018-11-30T20:07:49Z,Asia/Makassar,"M 4.6 - 138km NW of Manado, Indonesia",2018-11-30,earthquake
475,disasters,US,"A plane crashed Friday morning in southern Indiana, killing multiple people. According to WHAS, the ABC affiliate in Louisville, the crash happened in Borden, Indiana at about 11:30 a.m., in the 2600 block of Crone Road. The plane that crashed could hold about 10 passengers, Clark County Sheriff Jamie Noel said. No survivors have been located at this time, Noel said. The sheriff's office said there were multiple fatalities, WHAS reported. He said it was very difficult to access the scene of the crash due to it being in a wooded area.",38.467565,-85.805114,70,2018-11-30T19:25:41Z,America/Kentucky/Louisville,Vehicle Accident - North-America - USA,2018-11-30,disaster
475,disasters,US,"A plane crashed Friday morning in southern Indiana, killing multiple people. According to WHAS, the ABC affiliate in Louisville, the crash happened in Borden, Indiana at about 11:30 a.m., in the 2600 block of Crone Road. The plane that crashed could hold about 10 passengers, Clark County Sheriff Jamie Noel said. No survivors have been located at this time, Noel said. The sheriff's office said there were multiple fatalities, WHAS reported. He said it was very difficult to access the scene of the crash due to it being in a wooded area.",38.467565,-85.805114,70,2018-11-30T19:25:41Z,America/Kentucky/Louisville,Vehicle Accident - North-America - USA,2018-11-30,vehicle-accident
476,disasters,US,"Two men were recovering late Thursday night after their plane crashed onto the campus of Kennesaw State University. It happened in the area of Frey Lake Road at Campus Loop Road. The FAA said a Cirrus SR22 aircraft was involved in the crash around 6:50 p.m. Cobb County Police said the two men were transported to an area hospital for treatment but were talking with emergency workers when they were pulled from the wreckage. Authorities said the plane was headed to Fulton County Airport-Brown Field from Omaha, Nebraska. Initial indications point to engine failure as the cause. ""We were actually just getting out of my car and heard a loud noise and we turned around, saw a little flash of light, so we were really confused,"" Kelly Kozusko told FOX 5's Marissa Mitchell. ""I thought it was a bottle rocket or something like we didn't think anything major of it just, it scared us so but we didn't think it was anything this crazy."" ""What I heard was a loud crash, you know, I thought it was a gunshot, so I locked all the doors and then I started to hear sirens which got me really worried,""  another witness who lives nearby said. ""It was close to my house and it could have crashed on my house with me inside."" ""My first thought was like a gunshot kind of sound like a giant explosion kind of sound like I don't know, it just sounded very loud and explosive. and we turned around and we saw like an arch and a light,"" said KSU student Imani Francis.",34.040079999999996,-84.586772,70,2018-11-30T19:24:12Z,America/New_York,Vehicle Accident - North-America - USA,2018-11-30,disaster
476,disasters,US,"Two men were recovering late Thursday night after their plane crashed onto the campus of Kennesaw State University. It happened in the area of Frey Lake Road at Campus Loop Road. The FAA said a Cirrus SR22 aircraft was involved in the crash around 6:50 p.m. Cobb County Police said the two men were transported to an area hospital for treatment but were talking with emergency workers when they were pulled from the wreckage. Authorities said the plane was headed to Fulton County Airport-Brown Field from Omaha, Nebraska. Initial indications point to engine failure as the cause. ""We were actually just getting out of my car and heard a loud noise and we turned around, saw a little flash of light, so we were really confused,"" Kelly Kozusko told FOX 5's Marissa Mitchell. ""I thought it was a bottle rocket or something like we didn't think anything major of it just, it scared us so but we didn't think it was anything this crazy."" ""What I heard was a loud crash, you know, I thought it was a gunshot, so I locked all the doors and then I started to hear sirens which got me really worried,""  another witness who lives nearby said. ""It was close to my house and it could have crashed on my house with me inside."" ""My first thought was like a gunshot kind of sound like a giant explosion kind of sound like I don't know, it just sounded very loud and explosive. and we turned around and we saw like an arch and a light,"" said KSU student Imani Francis.",34.040079999999996,-84.586772,70,2018-11-30T19:24:12Z,America/New_York,Vehicle Accident - North-America - USA,2018-11-30,vehicle-accident
477,disasters,US,"A 7.0 magnitude earthquake rocked the state of Alaska on Friday morning, churning up roads and sending office workers running to the streets. The U.S. Geological Survey said the earthquake was centered about 5 miles north of Anchorage, Alaska's largest city. ""It was anarchy,"" Brandon Slaton, a resident of nearby Kenai, Alaska, told the Associated Press. ""There are no pictures left on the walls, there's no power, there's no fish tank left. Everything that's not tied down is broke."" The National Weather Service issued a tsunami warning for the Cook Inlet and the Southern Kenai Peninsula shortly after the earthquake but later canceled it. Police in Alaska's Kodiak island community had told residents to head to higher ground.  An Associated Press reporter working in downtown Anchorage saw cracks in a 2-story building after the quake. It was unclear whether there were injuries. People went back inside buildings after the earthquake but a smaller aftershock a short time later sent them running back into the streets again. Slaton was alone and home and soaking in the bathtub when the Alaska earthquake struck. He said the quake created a powerful bath-and-forth sloshing in the bathtub and before he knew it, he'd been thrown out of the tub by the force of the waves. His 120-pound mastiff panicked and tried to run down the stairs, but the house was swaying back and forth so much that she was thrown off her feet and into a wall and tumbled to the base of the stairs, Slaton added. A lawyer who spoke to the Associated Press called it the most ""violent"" earthquake he's experienced in his 20 years in Anchorage. Hank Graper says he was driving when the quake struck. He first thought his vehicle had a flat tire, then thought it was exploding. He realized it was an earthquake after he saw traffic poles swaying.",61.332896,-149.91950400000002,90,2018-11-30T19:11:36Z,America/Anchorage,Earthquake - North-America - USA,2018-11-30,disaster
